id;name;kingdom_id;rarity;mana;spell_type;type1;type2;color1;color2;color3
7361;Герион;3025;Легендарный;20;Воевода;Монстр;;желтый; коричневый;
6620;Эфирный страж;3042;Редкий;10;Поддержка;Конструкт;;желтый; коричневый;
6075;Горгофа;3012;Легендарный;15;Защитник;Демон;;желтый; коричневый;
6360;Дрейк;3018;Редкий;11;Разрушитель;Дракон; Зверь;желтый; коричневый;
6679;Песчаный бегун;3024;Редчайший;11;Разрушитель;Монстр;;желтый; коричневый;
6031;Священный страж;3014;Редчайший;11;Защитник;Божество; Зверь;желтый; коричневый;
6604;Гнев;3037;Легендарный;18;Воевода;Демон;;желтый; коричневый;
7171;Лорд Архимедус;3015;Эпический;13;Маг;Монстр; Зверь;желтый; коричневый;
6949;Волхв глубин;3047;Эпический;13;Маг;Эльф; Мистик;желтый; пурпурный;
7495;Картограф;3017;Эпический;15;Разрушитель;Человек; Мистик;желтый; пурпурный;
6351;Епископ;3014;Редчайший;12;Поддержка;Божество; Человек;желтый; пурпурный;
6885;Детеныш мантикоры;3025;Редкий;10;Чародей;Монстр;;желтый; пурпурный;
6108;Снежная ведьма;3013;Эпический;10;Разрушитель;Фея; Мистик;желтый; пурпурный;
6877;Лис-маг;3084;Редчайший;10;Генератор;Оборотень; Мистик;желтый; пурпурный;
6719;Сангвиния;3007;Эпический;13;Ассасин;Нежить;;желтый; пурпурный;
6154;Фавнесса;3003;Эпический;12;Поддержка;Дикий народец; Мистик;желтый; пурпурный;
6324;Волшебница;3009;Редчайший;12;Маг;Эльф; Мистик;желтый; пурпурный;
7283;Арфа;3084;Эпический;12;Поддержка;Оборотень; Мистик;желтый; пурпурный;
6878;Слепой Страж;3022;Редчайший;14;Чародей;Монстр; Мистик;желтый; пурпурный;
6839;Гонец Гордости;3037;Эпический;12;Разрушитель;Демон;;желтый; пурпурный;
6564;Ледяной тролль;3035;Эпический;12;Генератор;Элементаль; Великан;желтый; пурпурный;
6085;Атланта;3028;Эпический;13;Маг;Человек; Разбойник;желтый; пурпурный;
6201;Кровавый жрец;3017;Редчайший;11;Воевода;Человек; Мистик;желтый; пурпурный;
7063;Синди Кривляка;3038;Эпический;12;Генератор;Карлик;;желтый; пурпурный;
6019;Пастырь;3028;Редчайший;12;Генератор;Кентавр;;желтый; пурпурный;
6333;Сильфида;3023;Редчайший;11;Маг;Стрикс; Фея;желтый; пурпурный;
6916;Общий разум;3071;Легендарный;15;Поддержка;Монстр;;желтый; пурпурный;
7225;Тролль темнолесья;3043;Эпический;12;Генератор;Элементаль; Великан;желтый; пурпурный;
7558;Аль-Мунзир;3024;Эпический;14;Генератор;Элементаль; Мистик;желтый; пурпурный;
6742;Скараби;3024;Редчайший;12;Разрушитель;Монстр;;желтый; пурпурный;
7062;Леанан-Ши;3055;Легендарный;16;Маг;Фея; Мистик;желтый; пурпурный;
7306;Инари;3008;Эпический;12;Генератор;Оборотень; Зверь;желтый; пурпурный;
6190;Тассарион;3011;Эпический;18;Генератор;Эльф; Мистик;желтый; пурпурный;
6398;Древний голем;3024;Редчайший;12;Воин;Мистик; Конструкт;желтый; пурпурный;
7532;Лиора Вуаль Тумана;3009;Эпический;12;Разрушитель;Эльф; Мистик;желтый; пурпурный;
7186;Гончая гробниц;3040;Эпический;13;Чародей;Нежить; Зверь;желтый; пурпурный;
6479;Божественная Ишбаала;3025;Легендарный;18;Воевода;Божество; Человек;желтый; пурпурный;
6503;Фрейя;3011;Эпический;12;Разрушитель;Фея;;желтый; пурпурный;
6506;Скримир Великоватый;3013;Эпический;14;Поддержка;Элементаль; Великан;желтый; пурпурный;
6962;Верховная жрица Ч'азка;3023;Легендарный;16;Маг;Божество; Стрикс;желтый; пурпурный;
7124;Умбральный портал;3081;Легендарный;16;Генератор;Элементаль; Конструкт;желтый; пурпурный;
6577;Желейный куб;3017;Эпический;14;Ассасин;Монстр;;желтый; пурпурный;
6967;Кирена;3036;Эпический;14;Чародей;Морской житель; Мистик;желтый; пурпурный;
7256;Жрица Света;3014;Редкий;11;Поддержка;Божество; Человек;желтый; пурпурный;
7013;Дух дракона;3019;Эпический;12;Маг;Дракон; Мистик;желтый; пурпурный;
6621;Магический голем;3042;Редчайший;13;Защитник;Конструкт;;желтый; пурпурный;
6788;Амару;3016;Редкий;10;Разрушитель;Зверь;;желтый; пурпурный;
6893;Порченый дракон;3061;Эпический;13;Ассасин;Демон; Дракон;желтый; пурпурный;
7412;Леди Костей;3085;Эпический;13;Воевода;Фея; Мистик;желтый; пурпурный;
6910;Гаэль Заклинатель Духов.;3037;Эпический;12;Чародей;Человек; Мистик;желтый; пурпурный;
7331;Мертвый попугай;3026;Редкий;12;Чародей;Нежить; Зверь;желтый; пурпурный;
7139;Острикс;3023;Редчайший;12;Поддержка;Стрикс; Мистик;желтый; пурпурный;
6079;Теневой дракон;3006;Легендарный;14;Генератор;Дракон;;желтый; пурпурный;
7108;Лунный феникс;3009;Эпический;12;Маг;Зверь; Мистик;желтый; пурпурный;
7429;Темпурат;3017;Эпический;12;Разрушитель;Демон;;желтый; пурпурный;
7466;Тяньлун;3030;Легендарный;16;Маг;Дракон;;желтый; пурпурный;
6583;Певец бури;3023;Эпический;10;Генератор;Элементаль; Стрикс;желтый; пурпурный;
6423;Котофей;3002;Редчайший;10;Чародей;Фея; Зверь;желтый; пурпурный;
6713;Вания Плач Души;3066;Легендарный;15;Маг;Нежить; Мистик;желтый; пурпурный;
6286;Мумифицированный король;3020;Редчайший;11;Разрушитель;Нежить;;желтый; пурпурный;
6033;Нимфа;3003;Редкий;6;Чародей;Фея; Элементаль;желтый; пурпурный;
7076;Страж Мошу;3030;Эпический;16;Генератор;Эльф; Рыцарь;желтый; пурпурный;
7176;Коготь Смерти;3007;Эпический;14;Разрушитель;Нежить; Зверь;желтый; пурпурный;
6053;Баньши;3007;Редкий;12;Генератор;Нежить; Фея;желтый; пурпурный;
7235;Факыр Мудрый;3024;Эпический;12;Поддержка;Человек; Мистик;желтый; пурпурный;
6216;Адская кошка;3021;Эпический;12;Генератор;Демон; Зверь;желтый; пурпурный;
6874;Тартарус;3072;Легендарный;15;Воин;Демон;;желтый; пурпурный;
7269;Жрец Нилбога;3004;Редчайший;13;Поддержка;Божество; Гоблин;желтый; пурпурный;
7177;Предок Бродир;3008;Эпический;14;Воевода;Нежить; Оборотень;желтый; пурпурный;
6805;Чаролап;3005;Редчайший;11;Генератор;Ракша; Мистик;желтый; пурпурный;
7127;Кошакетница;3002;Редкий;11;Генератор;Фея; Зверь;желтый; пурпурный;
6798;Королева Зеркал;3062;Легендарный;15;Ассасин;Фея;;желтый; пурпурный;
6637;Тарантелла;3029;Эпический;12;Разрушитель;Эльф; Мистик;желтый; пурпурный;
6485;Император Лян;3030;Легендарный;16;Поддержка;Эльф;;желтый; пурпурный;
7208;Вечный часовой;3082;Эпический;11;Чародей;Конструкт;;желтый; пурпурный;
6868;Терпение;3014;Эпический;12;Разрушитель;Божество; Мистик;желтый; пурпурный;
6693;Придворный шут;3006;Редчайший;12;Генератор;Человек;;желтый; пурпурный;
6845;Дементикора;3070;Редчайший;12;Чародей;Монстр;;желтый; пурпурный;
7438;Карибу;3008;Редкий;12;Генератор;Зверь;;желтый; пурпурный;
6183;Адский король;3021;Легендарный;18;Воевода;Демон;;желтый; пурпурный;
6124;Лесная Провидица;3015;Эпический;10;Генератор;Фея;;желтый; пурпурный;
6187;Зайцелопа;3011;Редкий;10;Генератор;Зверь;;желтый; пурпурный;
7374;Хрустальные яйца;3009;Редчайший;11;Генератор;Дракон;;желтый; пурпурный;
6252;ДРАКОС-1337;3001;Легендарный;15;Чародей;Механизм; Дракон;желтый; пурпурный;
6732;Звездоцвет;3003;Легендарный;15;Маг;Дикий народец; Мистик;желтый; пурпурный;
7035;Ворон-оборотень;3008;Эпический;12;Чародей;Зверь; Монстр;желтый; пурпурный;
6237;Коатль;3019;Эпический;12;Генератор;Дракон;;желтый; пурпурный;
6549;Дудочник;3003;Редкий;11;Разрушитель;Дикий народец;;желтый; пурпурный;
6470;Скорпиус;3024;Мифический;28;Ассасин;Монстр;;желтый; пурпурный; коричневый
6859;Воля Ниши;3009;Мифический;22;Маг;Божество; Мистик;желтый; пурпурный; коричневый
7524;Фараон Хафру;3020;Мифический;24;Чародей;Нежить;;желтый; пурпурный; коричневый
7192;Медуза;3016;Мифический;24;Разрушитель;Нага; Монстр;желтый; пурпурный; коричневый
7443;Соляритус;3014;Мифический;30;Маг;Дракон;;желтый; пурпурный; коричневый
7082;Архипрокси Ивендра;3029;Мифический;26;Воевода;Божество; Эльф;желтый; пурпурный; коричневый
7289;Фенекс;3084;Мифический;22;Маг;Оборотень; Божество;желтый; пурпурный; коричневый
6428;Затенос;3034;Мифический;22;Чародей;Нежить; Мистик;желтый; пурпурный; коричневый
7578;Бессмертный Сагиттариан;3028;Мифический;30;Маг;Кентавр; Бессмертный;желтый; пурпурный; коричневый
7617;Green Star Gladiola Dragon;3015;Мифический;3;Разрушитель;;;зеленый;;
6194;Весенний бес;3032;Легендарный;12;Маг;Элементаль;;зеленый;;
6312;Бродячая топь;3016;Обычный;8;Генератор;Элементаль; Монстр;зеленый;;
7287;Колесо фортуны;3084;Легендарный;6;Поддержка;Конструкт;;зеленый;;
7193;Мир;3016;Легендарный;6;Поддержка;Конструкт;;зеленый;;
7551;Иерофант;3085;Легендарный;6;Генератор;Конструкт;;зеленый;;
6615;Золотое кольцо;3038;Редкий;7;Поддержка;Конструкт;;зеленый;;
6254;Боевой козел;3003;Обычный;6;Генератор;Зверь;;зеленый;;
6411;Чжэньняо;3030;Обычный;8;Генератор;Фея; Зверь;зеленый;;
7448;Элементальный часовой;3015;Легендарный;13;Защитник;Элементаль; Конструкт;зеленый;;
7244;Туз Кубков;3029;Легендарный;6;Чародей;Конструкт;;зеленый;;
7168;Колесница;3001;Легендарный;6;Поддержка;Конструкт;;зеленый;;
6832;Настойчивость;3033;Обычный;11;Ассасин;Оборотень; Конструкт;зеленый;;
6245;Бронесвин;3018;Обычный;8;Разрушитель;Зверь;;зеленый;;
6138;Бык;3027;Обычный;9;Разрушитель;Бык;;зеленый;;
7386;Стая крыс;3026;Обычный;7;Маг;Зверь;;зеленый;;
6262;Верность;3033;Обычный;13;Генератор;Элементаль; Конструкт;зеленый;;
6662;Беда природы;3002;Обычный;25;Чародей;Беда;;зеленый;;
6044;Гоблин;3004;Обычный;6;Разрушитель;Гоблин;;зеленый;;
7264;Императрица;3012;Легендарный;6;Поддержка;Конструкт;;зеленый;;
6032;Сатир;3003;Обычный;8;Разрушитель;Дикий народец; Разбойник;зеленый;;
6579;Арктический лис;3013;Обычный;10;Генератор;Зверь;;зеленый;;
7089;Природорожденный страж;3080;Обычный;10;Разрушитель;Элементаль;;зеленый;;
6281;Сансейл;3005;Обычный;9;Генератор;Зверь;;зеленый;;
6024;Смотритель полян;3015;Обычный;7;Разрушитель;Эльф;;зеленый;;
6293;Гигантская жаба;3022;Обычный;9;Разрушитель;Зверь;;зеленый;;
6012;Лиходей;3029;Обычный;8;Разрушитель;Эльф;;зеленый;;
6532;Вестник Ориона;3028;Обычный;16;Воевода;Кентавр;;зеленый;;
6113;Лютоволк;3008;Обычный;8;Разрушитель;Зверь;;зеленый;;
6343;Оури;3015;Обычный;11;Ассасин;Фея; Зверь;зеленый;;
6556;Карлик-зверовод;3038;Обычный;10;Воевода;Карлик;;зеленый;;
6331;Хиронат;3023;Редкий;10;Поддержка;Стрикс; Мистик;зеленый; желтый;
7104;Природная аномалия;3080;Редкий;11;Маг;Элементаль;;зеленый; желтый;
7267;Вестник Кристенакса;3009;Эпический;13;Генератор;Дракон; Рыцарь;зеленый; желтый;
7020;Охровое желе;3058;Эпический;13;Воевода;Элементаль; Монстр;зеленый; желтый;
7158;Возвышение;3014;Эпический;8;Поддержка;Божество;;зеленый; желтый;
6099;Боевой пес;3006;Редкий;8;Чародей;Зверь;;зеленый; желтый;
6391;Королева Прихватка;3004;Легендарный;17;Маг;Гоблин;;зеленый; желтый;
7428;Ипполита;3028;Эпический;15;Разрушитель;Кентавр;;зеленый; желтый;
6815;Тролль ледяного пламени;3056;Эпический;12;Генератор;Элементаль; Великан;зеленый; желтый;
7562;Зебратавр;3028;Эпический;15;Разрушитель;Кентавр;;зеленый; желтый;
6482;Шокминог;3026;Эпический;12;Генератор;Морской житель; Механизм;зеленый; желтый;
7430;Дочь Времени;3011;Эпический;13;Генератор;Фея; Мистик;зеленый; желтый;
6172;Болотный дракон;3016;Редчайший;11;Разрушитель;Монстр;;зеленый; желтый;
7197;Сфено;3002;Эпический;13;Генератор;Фея; Нага;зеленый; желтый;
6689;Снежная пантера;3011;Редкий;10;Генератор;Зверь;;зеленый; желтый;
7570;Наперстянка;3084;Легендарный;18;Генератор;Элементаль; Зверь;зеленый; желтый;
6115;Рейнджер;3008;Редкий;10;Разрушитель;Оборотень;;зеленый; желтый;
6970;Аргос;3003;Эпический;12;Чародей;Дикий народец; Мистик;зеленый; желтый;
7504;Белладоний;3002;Эпический;13;Защитник;Фея; Рыцарь;зеленый; желтый;
6547;Сагуаро;3024;Легендарный;15;Воин;Элементаль; Дикий народец;зеленый; желтый;
6089;Элвин;3003;Эпический;12;Разрушитель;Человек;;зеленый; желтый;
6242;Крылатый бизон;3027;Редчайший;11;Генератор;Зверь;;зеленый; желтый;
6739;Гребнеспин;3027;Редкий;12;Генератор;Монстр;;зеленый; желтый;
6234;Дракон-бабочка;3019;Редчайший;12;Разрушитель;Дракон; Зверь;зеленый; желтый;
7293;Лисий герой;3084;Редчайший;11;Разрушитель;Оборотень;;зеленый; желтый;
7308;Хирон;3028;Эпический;14;Генератор;Кентавр; Мистик;зеленый; желтый;
7334;Элеонора;3006;Эпический;9;Генератор;Человек; Рыцарь;зеленый; желтый;
6101;Гиппогриф;3015;Редкий;9;Ассасин;Зверь;;зеленый; желтый;
7236;Изумрудный великан;3015;Эпический;13;Разрушитель;Элементаль; Великан;зеленый; желтый;
7070;Небесный скорпион;3024;Редчайший;10;Чародей;Зверь;;зеленый; желтый;
6035;Танцор клинка;3003;Редчайший;11;Воин;Дикий народец;;зеленый; желтый;
6780;Ульфр Охотник;3008;Эпический;12;Разрушитель;Оборотень;;зеленый; желтый;
6659;Луна;3052;Легендарный;16;Маг;Дикий народец; Мистик;зеленый; желтый;
6069;Орион;3028;Легендарный;11;Ассасин;Фея; Кентавр;зеленый; желтый;
7343;Верховный клерик;3014;Эпический;13;Генератор;Божество; Человек;зеленый; желтый;
7360;Песчаный кот;3025;Редчайший;10;Генератор;Зверь;;зеленый; желтый;
7075;Страж Уриэль;3014;Эпический;16;Генератор;Божество; Рыцарь;зеленый; желтый;
6401;Морской конек;3036;Редкий;11;Поддержка;Морской житель; Зверь;зеленый; желтый;
7046;Олень-оборотень;3015;Легендарный;16;Разрушитель;Зверь; Монстр;зеленый; желтый;
7146;Танненбаум;3009;Легендарный;16;Воин;Элементаль; Фея;зеленый; желтый;
6518;Сестра-настоятельница;3014;Редкий;6;Поддержка;Божество; Человек;зеленый; желтый;
6844;Гончая хаоса;3070;Редкий;10;Воевода;Нежить; Зверь;зеленый; желтый;
6849;Мехакрыса;3001;Редкий;10;Воевода;Механизм; Зверь;зеленый; желтый;
6588;Урскула;3010;Легендарный;15;Маг;Урск; Мистик;зеленый; желтый;
6093;Финли;3005;Эпический;10;Генератор;Человек;;зеленый; желтый;
7185;Горящий окулярен;3039;Эпический;13;Разрушитель;Элементаль; Монстр;зеленый; желтый;
6858;Дитя лета;3002;Эпический;12;Генератор;Фея;;зеленый; желтый;
6825;Туляо;3030;Эпический;13;Поддержка;Эльф;;зеленый; желтый;
7255;Гончая Ляна;3030;Редкий;10;Поддержка;Фея; Зверь;зеленый; желтый;
7488;Унагх;3002;Легендарный;20;Поддержка;Фея; Мистик;зеленый; желтый;
6414;Сюн Мао;3030;Эпический;12;Разрушитель;Божество; Урск;зеленый; желтый;
6323;Эльфийский бард;3009;Редкий;11;Поддержка;Эльф; Мистик;зеленый; желтый;
6640;Лучник ветра;3023;Редчайший;11;Разрушитель;Стрикс;;зеленый; желтый;
7110;Бурегон;3027;Эпический;13;Генератор;Бык; Мистик;зеленый; желтый;
6225;Мантикора;3025;Редчайший;9;Воин;Монстр;;зеленый; желтый;
6315;Архидруид;3015;Редчайший;13;Поддержка;Элементаль; Эльф;зеленый; желтый;
6018;Пегас;3028;Редкий;8;Разрушитель;Зверь;;зеленый; желтый;
7353;Дочь Ясмин;3015;Эпический;12;Генератор;Элементаль; Эльф;зеленый; желтый;
6653;Зеленый голем;3043;Редчайший;10;Защитник;Элементаль; Конструкт;зеленый; желтый;
7184;Детеныш оленецвета;3009;Редкий;10;Генератор;Зверь;;зеленый; желтый;
6385;Сокольничий;3025;Редчайший;11;Воевода;Зверь; Человек;зеленый; желтый;
7437;Сатир-плут;3003;Редкий;10;Чародей;Дикий народец;;зеленый; желтый;
6298;Лесной страж;3008;Легендарный;18;Воевода;Божество; Зверь;зеленый; желтый;
6476;Наездница на сове;3015;Редчайший;12;Разрушитель;Эльф; Зверь;зеленый; желтый;
6758;Взрывная поганка;3053;Эпический;14;Генератор;Элементаль;;зеленый; желтый;
6632;Св. Астра;3014;Легендарный;14;Поддержка;Божество; Человек;зеленый; желтый;
6792;Пьюка;3048;Редчайший;14;Генератор;Фея;;зеленый; желтый;
6552;Старик Дубокорень;3002;Эпический;13;Воин;Фея;;зеленый; желтый;
6544;Дикий кабан;3018;Редкий;11;Разрушитель;Зверь;;зеленый; желтый;
6029;Паладин;3014;Редкий;11;Разрушитель;Божество; Рыцарь;зеленый; желтый;
6454;Лань;3009;Редчайший;12;Разрушитель;Фея; Кентавр;зеленый; желтый;
6796;Повторюхен;3062;Редчайший;12;Генератор;Фея;;зеленый; желтый;
6199;Голод;3034;Мифический;24;Ассасин;Демон; Мистик;зеленый; желтый; коричневый
7231;Либара;3014;Мифический;22;Разрушитель;Божество; Рыцарь;зеленый; желтый; коричневый
7157;Мимик-барахольщик;3019;Мифический;22;Поддержка;Монстр; Конструкт;зеленый; желтый; коричневый
